Node ID,X Coordinate,Y Coordinate,DOF ID
431,1.,0.133333,430
432,1.,0.0666667,431
433,1.,0.,432
434,1.148153,0.476535,433
435,1.142658,0.453647,434
436,1.133651,0.431901,435
437,1.121353,0.411832,436
438,1.106066,0.393934,437
439,1.088168,0.378647,438
440,1.068099,0.366349,439
441,1.046353,0.357342,440
442,1.023465,0.351847,441
443,1.035643,0.301231,442
444,1.047822,0.250616,443
445,1.070902,0.304894,444
446,1.095451,0.252447,445
447,1.105399,0.310899,446
448,1.1427,0.25545,447
449,1.138779,0.319098,448
450,1.189389,0.259549,449
451,1.170711,0.329289,450
452,1.235355,0.264645,451
453,1.180902,0.361221,452
454,1.240451,0.310611,453
455,1.189101,0.394601,454
456,1.24455,0.3573,455
457,1.195106,0.429098,456
458,1.247553,0.404549,457
459,1.198769,0.464357,458
460,1.249384,0.452178,459
461,1.358333,0.,460
462,1.416667,0.,461
463,1.475,0.,462
464,1.533333,0.,463
465,1.591667,0.,464
466,1.65,0.,465
467,1.708333,0.,466
468,1.766667,0.,467
469,1.825,0.,468
470,1.883333,0.,469
471,1.941667,0.,470
472,2.,0.,471
473,2.,0.0666667,472
474,2.,0.133333,473
475,1.941667,0.133333,474
476,1.883333,0.133333,475
477,1.825,0.133333,476
478,1.766667,0.133333,477
479,1.708333,0.133333,478
480,1.65,0.133333,479
481,1.591667,0.133333,480
482,1.533333,0.133333,481
483,1.475,0.133333,482
484,1.416667,0.133333,483
485,1.358333,0.133333,484
486,1.941667,0.0666667,485
487,1.883333,0.0666667,486
488,1.825,0.0666667,487
489,1.766667,0.0666667,488
490,1.708333,0.0666667,489
491,1.65,0.0666667,490
492,1.591667,0.0666667,491
493,1.533333,0.0666667,492
494,1.475,0.0666667,493
495,1.416667,0.0666667,494
496,1.358333,0.0666667,495
497,0.7,0.133333,496
498,0.7,0.0666667,497
499,0.7,0.,498
500,0.976535,0.351847,499
501,0.953647,0.357342,500
502,0.931901,0.366349,501
503,0.911832,0.378647,502
504,0.893934,0.393934,503
505,0.878647,0.411832,504
506,0.866349,0.431901,505
507,0.857342,0.453647,506
508,0.851847,0.476535,507
509,0.952178,0.250616,508
510,0.964357,0.301231,509
511,0.904549,0.252447,510
512,0.929098,0.304894,511
513,0.8573,0.25545,512
514,0.894601,0.310899,513
515,0.810611,0.259549,514
516,0.861221,0.319098,515
517,0.764645,0.264645,516
518,0.829289,0.329289,517
519,0.759549,0.310611,518
520,0.819098,0.361221,519
521,0.75545,0.3573,520
522,0.810899,0.394601,521
523,0.752447,0.404549,522
524,0.804894,0.429098,523
525,0.750616,0.452178,524
526,0.801231,0.464357,525
527,1.06,0.,526
528,1.12,0.,527
529,1.18,0.,528
530,1.24,0.,529
531,1.24,0.133333,530
532,1.18,0.133333,531
533,1.12,0.133333,532
534,1.06,0.133333,533
535,1.24,0.0666667,534
536,1.18,0.0666667,535
537,1.12,0.0666667,536
538,1.06,0.0666667,537
539,0.,0.133333,538
540,0.,0.0666667,539
541,0.,0.,540
542,0.0583333,0.,541
543,0.116667,0.,542
544,0.175,0.,543
545,0.233333,0.,544
546,0.291667,0.,545
547,0.35,0.,546
548,0.408333,0.,547
549,0.466667,0.,548
550,0.525,0.,549
551,0.583333,0.,550
552,0.641667,0.,551
553,0.641667,0.0666667,552
554,0.641667,0.133333,553
555,0.583333,0.0666667,554
556,0.583333,0.133333,555
557,0.525,0.0666667,556
558,0.525,0.133333,557
559,0.466667,0.0666667,558
560,0.466667,0.133333,559
561,0.408333,0.0666667,560
562,0.408333,0.133333,561
563,0.35,0.0666667,562
564,0.35,0.133333,563
565,0.291667,0.0666667,564
566,0.291667,0.133333,565
567,0.233333,0.0666667,566
568,0.233333,0.133333,567
569,0.175,0.0666667,568
570,0.175,0.133333,569
571,0.116667,0.0666667,570
572,0.116667,0.133333,571
573,0.0583333,0.0666667,572
574,0.0583333,0.133333,573
575,0.76,0.,574
576,0.82,0.,575
577,0.88,0.,576
578,0.94,0.,577
579,0.94,0.133333,578
580,0.88,0.133333,579
581,0.82,0.133333,580
582,0.76,0.133333,581
583,0.94,0.0666667,582
584,0.88,0.0666667,583
585,0.82,0.0666667,584
586,0.76,0.0666667,585
587,0.,0.44,586
588,0.,0.38,587
589,0.,0.32,588
590,0.,0.26,589
591,0.641667,0.26,590
592,0.641667,0.32,591
593,0.641667,0.38,592
594,0.641667,0.44,593
595,0.583333,0.26,594
596,0.583333,0.32,595
597,0.583333,0.38,596
598,0.583333,0.44,597
599,0.525,0.26,598
600,0.525,0.32,599
601,0.525,0.38,600
602,0.525,0.44,601
603,0.466667,0.26,602
604,0.466667,0.32,603
605,0.466667,0.38,604
606,0.466667,0.44,605
607,0.408333,0.26,606
608,0.408333,0.32,607
609,0.408333,0.38,608
610,0.408333,0.44,609
611,0.35,0.26,610
612,0.35,0.32,611
613,0.35,0.38,612
614,0.35,0.44,613
615,0.291667,0.26,614
616,0.291667,0.32,615
617,0.291667,0.38,616
618,0.291667,0.44,617
619,0.233333,0.26,618
620,0.233333,0.32,619
621,0.233333,0.38,620
622,0.233333,0.44,621
623,0.175,0.26,622
624,0.175,0.32,623
625,0.175,0.38,624
626,0.175,0.44,625
627,0.116667,0.26,626
628,0.116667,0.32,627
629,0.116667,0.38,628
630,0.116667,0.44,629
631,0.0583333,0.26,630
632,0.0583333,0.32,631
633,0.0583333,0.38,632
634,0.0583333,0.44,633
